smiles,rt
CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,1.86
COC1=CC(=CC(=C1O)OC)C=CC(=O)O,1.41
CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Br,2.91
C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,9.75
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,4.87
C(CCNCCCN)CNCCCN,7.24
C1CN(CCC1N)C2=NC(=CC=C2)Cl,4.85
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,1.19
CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,1.62
C=CC1=CC=CC=C1,8.74
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,4.31
CNCC(C1=CC=C(C=C1)O)O,5.67
C1CCC2=NC3=CC=CC=C3C(=C2C1)N,3.86
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,1.07
CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,1.19
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,6.12
CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)OC,2.84
CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C,1.25
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,1.15
CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,1.33
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,4.66
CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,1.33
C(CS(=O)(=O)[O-])[NH2+]C(CO)(CO)CO,7.70
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,1.05
CCNC(=O)CCC(C(=O)O)N,7.66
C1C([NH2+]CS1)C(=O)[O-],6.92
C1=CC2=C(C=C1N)SC3=CC(=[NH2+])C=CC3=N2,5.23
C(C(C(CO)O)O)O,1.56
CC(C(C(=O)O)N)O,8.21
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,2.57
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,8.28
CC1=CC(=C(C=C1)C(C)C)O,1.53
CC1=C(SC=C1)C(=CCC[NH+]2CCCC(C2)C(=O)[O-])C3=C(C=CS3)C,3.94
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,1.12
CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,1.04
CC1=C(C(=CC=C1)C)NC(=O)C(C)N,4.97
CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,2.13
CCCC1=C(C=CC(=C1O)C(=O)C)OCCCCC2=NNN=N2,1.04
CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C,1.10
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,5.72
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,1.29
CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,1.45
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3,1.89
C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F,4.87
CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,2.52
COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,1.26
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.38
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,1.30
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,1.01
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,2.15
C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,1.13
CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C,1.47
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,2.25
CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,1.98
CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,3.81
COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,5.04
C1CNCC2=C1C3=CC=CC=C3N2,4.90
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N,5.91
C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)N)O,7.09
C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)[O-])[NH3+])O,7.38
C1=CC(=CC=C1CCN)O,5.58
C1=CC(=CC=C1CC(C(=O)O)N)O,7.61
CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl,2.89
C1=CNC(=O)NC1=O,2.40
CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,4.58
C(CC(=O)O)C(C(=O)O)NC(=O)N,7.80
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,8.97
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,9.83
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,9.87
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,4.72
C1=C(NC=N1)C=CC(=O)O,3.69
CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,6.83
CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,1.01
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,1.69
COC1=C(C=CC(=C1)C=O)O,1.15
CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,1.70
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,2.44
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,1.88
CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,5.53
C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O,2.65
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,3.70
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O,5.76
CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,4.76
C=COC(=O)N,1.34
CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,1.16
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,5.33
CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,1.02
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,0.99
C1=CN(C(=O)NC1=O)CC(C(=O)O)N,8.72
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O,6.01
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O,7.30
COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,1.04
COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N,4.66
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,1.00
CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,1.02
COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,1.19
CC1CCCC(CCCCCC2=CC(=CC(=C2C(=O)O1)O)O)O,1.11
CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,1.23
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,4.80
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,1.62
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,1.01
C1C(C(C(C(O1)CO)O)O)O,0.92
CN1C=NC2=C1C(=O)N(C(=O)N2)C,1.69
CN1C(=O)C2=C(NC(=O)N2)NC1=O,2.18
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,0.99
C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O,3.92
C(C=O)C(C(CO)O)O,1.42
CC(C)C(C(=O)O)O,1.29
CC(C)CC(C(=O)O)O,1.57
C(CC(=O)O)C(C(=O)O)O,0.91
CCCCCCCCCCCCCC(=O)OC(CO)CO,1.01
CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O,2.64
CCCCCCCCCCCCCCCC(=O)OC(CO)CO,0.99
CCNC(C)CC1=CC2=C(C=C1)OCO2,2.94
CC(C[NH3+])C(=O)[O-],7.40
CCC(CC(=O)O)O,1.29
CN1C(=O)C=CN(C1=O)C2C(C(C(O2)CO)O)O,1.12
CCCCCC(CC)O,8.47
C[Si](C)(C)CCC(=O)O,5.64
C1CC(CCC1CN)C(=O)O,6.60
C1=CC(=CC=C1N)O,1.34
CCCCCCC1=C(C=C(C=C1)O)O,1.63
CC1CNC(=O)NC1=O,1.57
CC(CCCC(C)C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C,3.36
CC1=CN(C(=O)NC1=O)C2C(CC(O2)CO)O,2.60
C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,4.31
C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,1.03
CC(=O)N1C2=CC=CC=C2C(=O)C1=O,2.40
CN(C)C(=NCCCC(C(=O)O)N)N,8.55
CC(C(C(=O)[O-])[NH3+])O,7.95
CSCCC(=O)C(=O)O,0.92
CC(CC1=CN=CN1)(C(=O)O)N,8.68
C(C(C1C(=C(C(=O)O1)O)O)O)O,1.44
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,2.95
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O,3.63
CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,2.01
CC(C)(CC(=O)O)O,4.55
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,0.99
CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O,2.35
CCCC(=O)NCC(=O)O,3.73
C1=CC=C2C(=C1)C(=CN2)C3=NC=CS3,1.05
CC(CC1=CC=C(C=C1)C(C)C(=O)O)C(=O)O,1.11
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,4.11
C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,6.68
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,2.20
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,1.15
CCCCCCCCCC=O,2.17
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,1.03
C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,8.25
CS(=O)CCCCC(=NO)SC1C(C(C(C(O1)CO)O)O)O,6.61
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,2.64
CCCCCCCCCCCCCCCC(C(CO)N)O,4.47
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,2.15
CN1C2CCC1C(C(C2)O)C(=O)OC,4.18
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,0.98
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,3.01
CC(C=CC(C)C(C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C,1.43
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,0.99
COC1=C(C=CC(=C1)C=CC(=O)O)O,1.31
COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O,4.53
C1=CC(=C(C=C1O)C(=O)O)O,3.18
CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O,7.37
C(C(C(C(C(C=O)O)O)O)O)O,1.84
C(CC(=O)N)C(C(=O)[O-])[NH3+],8.19
CCCCCCCCCCCCCCCCC(=O)O,3.01
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,3.80
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,7.19
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,4.49
CC(C)C(=O)C(=O)O,2.84
CC1=CCC(CC1)C(=C)C,0.92
C(=CC(=O)O)C(=O)N,1.12
CC12CC3CC(C1)(CC(C3)(C2)N)C,4.24
CC(CC1=CC=CC=C1)NC,3.33
CC(C(C1=C(C=CC(=C1)OC)OC)O)N,4.75
COC(=O)C1=CC(=C(C(=C1)O)O)O,1.43
COC(=O)C(CC1=CC=C(C=C1)O)N,4.23
CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O,1.19
CN(C)CC(=O)O,7.40
CN1C=C(N=C1)CC(C(=O)[O-])[NH3+],9.02
CNC(CO)C(=O)O,7.70
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,1.08
CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,0.95
CCCCCCCC=O,6.98
CCCCCCCCO,8.47
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,5.95
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,0.93
C1=CC(=CC=C1C=CC(=O)O)O,1.38
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,3.23
CC(C)(CO)C(C(=O)NCCCO)O,1.90
CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,2.65
COC1=CC(=CC(=C1O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O,4.47
CC1C(OCCN1)C2=CC=CC=C2,4.04
C1=CC=C(C=C1)CCCOC(=O)N,1.01
CC(C)(CC1=CC=CC=C1)N,6.23
C1=CC=C(C=C1)CC(C(=O)O)N,6.52
C[N+](C)(C)CCOP(=O)(O)[O-],8.97
C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O,7.40
CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,1.80
CC(C)NC(=O)C1=CC=C(C=C1)CNNC,4.61
C1=CNC(=C1)C(=O)O,5.66
CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,4.61
CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,4.70
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,9.17
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,0.97
CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,2.57
C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,4.48
CNC(=NC)NCCCC(C(=O)O)N,8.49
CC(CC1=CC=CC=C1)N(C)CC#C,1.53
C1=CC2=C(C=C1O)C(=CN2)CCN,1.44
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,2.80
C(CC(=O)O)C(=O)O,4.46
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,8.05
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,2.01
CS(=O)CCCCN=C=S,1.14
COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O,4.32
COC1=CC(=CC(=C1O)OC)C(=O)O,1.35
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1.78
C1CC(OC1)N2C=C(C(=O)NC2=O)F,1.22
CN1C2=C(C(=O)N(C1=O)C)NC=N2,1.54
CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O,1.00
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,4.64
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O)O)O)O,9.72
C1CC(=O)C(C=C1)(C(=O)OCC2=CC=CC=C2OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC=CC=C4)O,1.51
CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C,1.02
